30: Number of 30-Weighted-Directed-Graphs.

** G0: |V|=5
(u, v, weight) E = { 
      (64, 19, 99.427)
      (64, 20, 42.603)
      (64, 51, 72.763)
      (65,  4, 85.444)
      (65,  8, 13.125)
      (65, 14, 42.104)
      (65, 15, 28.634)
      (65, 30, 49.910)
      (65, 39,  1.399)
      (65, 63, 41.834)
      (66,  5, 59.941)
      (66,  7, 91.070)
      (66, 12, 37.817)
      (66, 15,  3.658)
      (66, 35, 28.267)
      (66, 47, 54.326)
      (66, 59, 61.751)
      (67,  4, 74.091)
      (67, 24, 39.104)
      (67, 28, 81.211)
      (67, 42, 86.476)
      (67, 47, 18.616)
      (68,  7, 74.238)
      (68, 21, 40.091)
      (68, 47,  9.269)
      (68, 59, 23.833)
      (69,  7, 61.431)
      (69, 11,  0.760)
      (69, 28, 64.504)
      (69, 45, 85.891)
      (69, 56, 70.231) } |E|=479 
---------------- 

** G28: |V|=75
(u, v, weight) E = { 
      ( 0,  2,  9.131)
      ( 0, 24, 58.394)
      ( 0, 29, 71.619)
      ( 0, 45, 58.591)
      ( 0, 50, 49.430)
      ( 0, 67, 25.521)
      ( 1,  5, 48.802)
      ( 1, 19, 27.910)
      ( 1, 27, 80.179)
      ( 1, 40, 19.319)
      ( 1, 61, 80.258)
      ( 1, 62, 49.991)
      ( 1, 68, 99.416)
      ( 2,  9, 10.604)
      ( 2, 48, 96.512)
      ( 2, 63, 97.033)
      ( 3, 13, 42.774)
      ( 3, 20, 97.991)
      ( 3, 44, 18.148)
      ( 3, 62, 27.326)
      ( 3, 66, 41.758)
      ( 4,  2, 41.853)
      ( 4, 14,  3.624)
      ( 4, 22, 25.668)
      ( 4, 35, 83.196)
      ( 4, 38, 55.733)
      ( 4, 43, 51.051)
      ( 4, 50, 73.932)
      ( 4, 55, 46.198)
      ( 4, 74, 72.457)
      ( 5,  6, 43.578)
      ( 5, 11, 40.596)
      ( 5, 29, 54.338)
      ( 5, 38, 19.156)
      ( 5, 40,  9.062)
      ( 5, 47,  5.896)
      ( 5, 52, 88.041)
      ( 5, 54, 36.658)
      ( 5, 60, 56.818)
      ( 6,  1, 61.599)
      ( 6,  2, 53.441)
      ( 6,  4, 22.566)
      ( 6,  7, 17.797)
      ( 6, 25, 24.187)
      ( 6, 30, 36.123)
      ( 6, 32, 23.802)
      ( 6, 36, 25.660)
      ( 6, 70, 57.332)
      ( 7, 17,  8.211)
      ( 7, 27, 32.300)
      ( 7, 60, 72.909)
      ( 8,  2, 99.929)
      ( 8, 40, 11.715)
      ( 8, 45, 78.371)
      ( 8, 49, 35.862)
      ( 8, 56, 99.691)
      ( 8, 72, 52.909)
      ( 8, 73, 92.306)
      ( 9,  0, 56.357)
      ( 9, 25, 74.516)
      ( 9, 27, 45.608)
      ( 9, 32, 68.746)
      ( 9, 35,  5.893)
      ( 9, 38, 80.522)
      ( 9, 49, 80.610)
      ( 9, 59, 12.267)
      (10,  4,  0.332)
      (10,  6,  9.644)
      (10,  7, 25.957)
      (10,  8, 23.488)
      (10, 17, 85.494)
      (10, 23, 63.542)
      (10, 33,  5.157)
      (10, 49, 63.313)
      (10, 53,  0.585)
      (10, 60, 42.178)
      (10, 71, 39.476)
      (11,  8, 64.872)
      (11, 24, 85.116)
      (11, 38, 40.325)
      (11, 53, 94.352)
      (11, 61, 32.987)
      (11, 70, 15.875)
      (12, 16, 52.904)
      (12, 18,  9.275)
      (12, 28, 89.160)
      (12, 40, 57.292)
      (12, 59,  6.660)
      (13,  5, 24.192)
      (13, 21,  1.812)
      (13, 49, 90.128)
      (13, 58, 59.569)
      (13, 68, 60.201)
      (14,  8, 95.515)
      (14, 11, 67.350)
      (14, 18,  0.889)
      (14, 19, 34.073)
      (14, 21, 43.997)
      (14, 23, 41.145)
      (14, 24, 36.358)
      (14, 27,  7.448)
      (14, 31,  5.025)
      (14, 33, 31.950)
      (14, 43, 46.859)
      (14, 44, 72.802)
      (14, 65,  5.788)
      (15,  1, 75.751)
      (15,  2, 11.640)
      (15, 10, 39.089)
      (15, 19, 41.562)
      (15, 20, 62.958)
      (15, 44, 35.221)
      (15, 65, 59.720)
      (16,  0, 19.885)
      (16,  1, 60.315)
      (16, 11, 17.159)
      (16, 26,  9.177)
      (16, 47, 70.965)
      (16, 49, 31.385)
      (16, 58, 20.619)
      (16, 66, 64.209)
      (17, 33, 75.864)
      (17, 34, 97.595)
      (17, 49, 60.031)
      (17, 61, 35.279)
      (17, 63, 96.968)
      (17, 69, 81.532)
      (18,  4, 35.572)
      (18,  9, 51.537)
      (18, 41, 75.168)
      (18, 44, 76.081)
      (18, 66, 61.323)
      (19, 22,  1.965)
      (19, 23, 74.193)
      (19, 35, 62.472)
      (19, 36, 50.362)
      (19, 42,  1.422)
      (19, 45, 91.270)
      (20,  5, 95.001)
      (20, 13, 69.612)
      (20, 37, 76.816)
      (20, 52, 89.358)
      (20, 61, 68.881)
      (20, 68, 76.174)
      (20, 72, 78.350)
      (21,  0, 68.427)
      (21,  5, 43.963)
      (21,  8, 33.101)
      (21, 14, 42.620)
      (21, 27, 22.815)
      (21, 28, 82.477)
      (21, 29, 17.646)
      (21, 37, 80.364)
      (21, 44, 72.685)
      (21, 45, 16.785)
      (21, 53, 23.135)
      (21, 63, 21.823)
      (21, 67, 97.917)
      (21, 74, 42.951)
      (22,  3, 44.640)
      (22, 10, 87.673)
      (22, 25,  0.648)
      (22, 26, 92.964)
      (22, 27, 74.216)
      (22, 41, 12.570)
      (22, 42, 25.638)
      (22, 46, 17.831)
      (22, 47, 59.194)
      (22, 56, 76.958)
      (22, 67, 36.968)
      (23,  2, 64.847)
      (23, 15, 99.168)
      (23, 18, 71.757)
      (23, 22, 42.397)
      (23, 27,  4.797)
      (23, 29, 99.716)
      (23, 30, 16.649)
      (23, 43, 54.511)
      (23, 55,  3.124)
      (23, 67, 56.550)
      (23, 69,  1.736)
      (24,  1, 66.371)
      (24, 12, 64.884)
      (24, 28, 34.898)
      (24, 42,  2.315)
      (24, 56, 79.009)
      (24, 60, 15.327)
      (24, 71, 22.361)
      (25,  4, 98.469)
      (25,  5, 89.769)
      (25, 19, 49.486)
      (25, 22, 93.783)
      (25, 27, 91.374)
      (25, 47, 92.761)
      (25, 57, 48.809)
      (25, 71, 80.600)
      (26,  1, 10.973)
      (26,  6, 63.516)
      (26,  9, 82.756)
      (26, 10, 63.567)
      (26, 13, 53.440)
      (26, 18, 30.414)
      (26, 25, 83.658)
      (26, 29, 63.650)
      (26, 37, 16.705)
      (26, 40, 41.445)
      (26, 56, 47.579)
      (26, 61, 94.262)
      (26, 65, 83.384)
      (27,  0, 72.555)
      (27, 10, 15.338)
      (27, 16, 28.666)
      (27, 17, 63.098)
      (27, 33, 59.243)
      (27, 46, 20.465)
      (27, 47, 22.077)
      (28, 30,  1.349)
      (28, 35, 48.836)
      (28, 39, 82.461)
      (28, 45, 66.812)
      (28, 47, 32.279)
      (28, 51, 72.913)
      (29, 10, 63.630)
      (29, 14, 92.902)
      (29, 28, 43.305)
      (29, 45, 85.976)
      (29, 53, 16.663)
      (29, 59, 40.924)
      (29, 68, 94.419)
      (29, 69, 29.479)
      (30, 16, 71.125)
      (30, 21, 75.939)
      (30, 31,  8.065)
      (30, 40, 17.000)
      (30, 44, 33.746)
      (30, 69, 16.980)
      (31, 15, 48.676)
      (31, 29, 73.284)
      (31, 30, 74.162)
      (31, 33, 20.707)
      (31, 43, 66.867)
      (31, 71, 38.590)
      (31, 73, 81.103)
      (31, 74, 71.748)
      (32,  5, 46.495)
      (32, 12, 90.614)
      (32, 13, 82.864)
      (32, 14, 47.460)
      (32, 16, 55.990)
      (32, 18, 22.710)
      (32, 23, 44.670)
      (32, 33, 17.500)
      (32, 39, 17.183)
      (32, 42,  0.784)
      (32, 45,  5.945)
      (32, 47, 72.652)
      (32, 49, 52.454)
      (32, 57, 38.074)
      (32, 70, 47.379)
      (33, 16, 85.762)
      (33, 17, 37.749)
      (33, 49, 92.078)
      (33, 54, 51.099)
      (33, 68,  7.370)
      (33, 72, 58.688)
      (34, 12, 95.800)
      (34, 35, 26.483)
      (34, 48, 10.376)
      (34, 55, 70.065)
      (34, 61, 47.420)
      (34, 66, 72.734)
      (34, 71, 83.656)
      (34, 72, 89.365)
      (35,  8, 45.476)
      (35, 10, 48.713)
      (35, 13, 42.046)
      (35, 27, 86.912)
      (35, 34,  5.617)
      (35, 41, 54.694)
      (35, 46, 17.699)
      (35, 54, 77.794)
      (35, 61, 90.297)
      (36, 21, 54.393)
      (36, 22, 98.460)
      (36, 45, 40.434)
      (36, 60,  8.951)
      (37,  3, 59.962)
      (37,  6, 18.792)
      (37, 13, 22.918)
      (37, 17, 72.880)
      (37, 27, 12.109)
      (37, 38,  4.041)
      (37, 45, 12.332)
      (37, 46, 11.901)
      (37, 50, 90.396)
      (37, 51, 62.023)
      (37, 55, 55.746)
      (37, 60, 52.501)
      (37, 66, 66.500)
      (37, 69, 26.109)
      (38,  4, 72.975)
      (38, 22, 58.587)
      (38, 29, 17.520)
      (38, 32, 99.806)
      (38, 42, 48.030)
      (38, 43, 16.585)
      (38, 54, 38.715)
      (38, 57, 46.975)
      (38, 62, 28.803)
      (39,  4, 62.590)
      (39,  7, 25.447)
      (39,  9, 39.765)
      (39, 26, 62.548)
      (39, 27, 60.207)
      (39, 29, 90.896)
      (39, 49, 86.201)
      (39, 53, 81.092)
      (40, 25, 28.533)
      (40, 33, 90.693)
      (40, 39, 90.381)
      (40, 43, 97.903)
      (40, 45, 68.536)
      (40, 56, 20.270)
      (40, 65, 11.940)
      (40, 69, 13.242)
      (41, 12, 69.865)
      (41, 15, 69.641)
      (41, 21, 83.973)
      (41, 29, 58.644)
      (41, 33, 52.696)
      (41, 36, 55.622)
      (41, 39, 38.492)
      (41, 45,  4.914)
      (41, 54, 84.089)
      (41, 56,  2.777)
      (41, 70, 54.463)
      (41, 74, 64.440)
      (42,  1, 54.370)
      (42, 44, 38.125)
      (42, 55, 62.981)
      (42, 66, 70.422)
      (43,  5, 89.869)
      (43,  6, 88.160)
      (43, 11, 60.008)
      (43, 28, 43.904)
      (43, 47, 56.598)
      (43, 60, 20.641)
      (43, 72, 66.259)
      (44,  3, 92.266)
      (44, 17, 73.717)
      (44, 20, 25.640)
      (44, 22, 21.794)
      (44, 28, 51.868)
      (44, 36, 34.636)
      (44, 45, 61.984)
      (44, 50, 17.340)
      (44, 66,  8.355)
      (44, 73, 37.504)
      (45,  6, 79.876)
      (45, 11,  8.065)
      (45, 12, 55.511)
      (45, 50, 33.991)
      (45, 68, 73.818)
      (46,  2, 10.003)
      (46,  6, 39.843)
      (46, 13, 31.438)
      (46, 42, 66.880)
      (46, 58, 44.737)
      (47,  2,  7.258)
      (47, 23, 26.437)
      (47, 50, 30.266)
      (47, 51, 51.976)
      (47, 52, 97.555)
      (47, 56, 83.483)
      (48,  6, 53.119)
      (48, 19, 24.860)
      (48, 22, 69.467)
      (48, 37, 85.096)
      (48, 39, 76.405)
      (48, 47, 85.198)
      (48, 54, 36.302)
      (48, 55, 22.678)
      (49, 20, 82.386)
      (49, 40, 38.191)
      (49, 44, 69.401)
      (49, 53, 14.256)
      (49, 70, 74.043)
      (50,  4, 72.187)
      (50,  7,  2.199)
      (50,  8, 97.281)
      (50, 19, 30.667)
      (50, 27, 49.748)
      (50, 33, 98.350)
      (50, 53, 88.991)
      (50, 64, 12.037)
      (51,  9, 51.998)
      (51, 31, 30.892)
      (51, 37, 26.053)
      (51, 59, 79.188)
      (51, 62, 71.496)
      (51, 64, 28.507)
      (51, 72, 85.793)
      (52,  3, 60.936)
      (52, 14, 48.056)
      (52, 24, 81.532)
      (52, 36, 75.649)
      (52, 55, 28.252)
      (52, 57, 69.201)
      (52, 61, 20.810)
      (52, 69, 85.485)
      (53,  7, 53.289)
      (53, 23, 68.866)
      (53, 25, 97.144)
      (53, 32, 96.121)
      (53, 33, 89.900)
      (53, 41, 46.836)
      (53, 56,  3.754)
      (53, 68, 66.293)
      (54,  7, 60.494)
      (54, 10, 75.254)
      (54, 12, 50.717)
      (54, 32, 72.352)
      (54, 34, 41.514)
      (54, 35, 64.459)
      (54, 36, 88.919)
      (54, 59, 38.548)
      (55,  9, 56.843)
      (55, 28, 81.192)
      (55, 30, 63.847)
      (55, 37, 50.573)
      (55, 50, 86.820)
      (55, 59,  6.461)
      (56,  3, 36.988)
      (56,  4, 47.855)
      (56, 12, 21.049)
      (56, 14, 17.005)
      (56, 31, 32.594)
      (56, 37, 57.743)
      (56, 53, 59.138)
      (56, 61,  0.423)
      (56, 68, 31.459)
      (57,  0, 26.633)
      (57,  1, 45.285)
      (57, 11, 12.956)
      (57, 17, 86.641)
      (57, 22, 15.122)
      (57, 31, 88.553)
      (57, 38, 49.158)
      (57, 41, 35.220)
      (57, 74, 70.208)
      (58, 17, 11.370)
      (58, 19, 71.485)
      (58, 44, 63.678)
      (58, 53, 89.888)
      (59,  5, 74.320)
      (59,  6, 27.568)
      (59, 10, 28.366)
      (59, 12, 66.602)
      (59, 14,  3.056)
      (59, 35, 80.200)
      (59, 43,  3.069)
      (59, 48, 31.003)
      (59, 51, 78.034)
      (59, 67, 82.175)
      (59, 68, 78.333)
      (59, 71, 20.622)
      (60, 10, 24.748)
      (60, 22,  4.148)
      (60, 24, 62.819)
      (60, 37, 27.487)
      (60, 39, 24.812)
      (60, 68, 54.670)
      (61, 14, 45.961)
      (61, 19, 51.982)
      (61, 26, 80.225)
      (61, 27, 47.015)
      (61, 31, 44.147)
      (61, 44, 58.796)
      (61, 47, 22.718)
      (61, 53, 68.801)
      (62,  7, 52.061)
      (62, 12, 68.814)
      (62, 14, 35.651)
      (62, 29, 52.938)
      (62, 63, 59.870)
      (62, 73, 45.915)
      (63,  4, 98.669)
      (63,  5, 55.788)
      (63, 13, 71.131)
      (63, 33, 27.645)
      (63, 36, 43.583)
      (63, 37, 23.580)
      (63, 50, 11.563)
      (63, 69, 24.964)
      (63, 71, 15.733)
      (64,  1, 43.730)
      (64,  4, 33.793)
      (64, 17, 14.334)
      (64, 23, 23.763)
      (64, 48, 39.402)
      (64, 60, 95.940)
      (65,  8, 66.651)
      (65,  9, 53.861)
      (65, 18, 75.171)
      (65, 29, 69.749)
      (65, 50, 95.025)
      (65, 56, 18.068)
      (66, 17,  6.225)
      (66, 20, 97.163)
      (66, 38, 26.780)
      (66, 44, 69.918)
      (66, 46, 50.398)
      (66, 59, 14.182)
      (66, 69, 21.012)
      (67,  4, 22.585)
      (67,  7, 63.376)
      (67, 13, 56.742)
      (67, 20, 45.568)
      (67, 22, 58.861)
      (67, 41, 77.175)
      (67, 61, 21.348)
      (67, 68, 18.947)
      (68,  1,  2.266)
      (68,  2, 73.545)
      (68,  3, 58.120)
      (68, 16, 52.066)
      (68, 26, 21.528)
      (68, 28,  6.404)
      (68, 36, 85.954)
      (68, 51, 19.593)
      (68, 71,  7.550)
      (69,  6, 53.841)
      (69,  8, 19.670)
      (69, 11, 89.812)
      (69, 21, 32.084)
      (69, 24, 84.589)
      (69, 35,  2.102)
      (69, 43,  7.998)
      (69, 45, 10.218)
      (69, 50,  8.201)
      (69, 52, 26.292)
      (69, 57, 10.804)
      (69, 59, 37.724)
      (69, 61, 69.408)
      (69, 73, 48.748)
      (70, 28, 44.020)
      (70, 30, 12.874)
      (70, 31, 43.328)
      (70, 43, 96.128)
      (70, 58, 30.589)
      (70, 59, 12.977)
      (70, 68, 48.533)
      (71,  3, 77.303)
      (71,  6, 81.879)
      (71, 23, 85.083)
      (71, 29, 20.668)
      (71, 44, 21.900)
      (71, 55,  3.587)
      (71, 60, 11.837)
      (71, 66, 87.576)
      (72,  6, 35.373)
      (72, 11, 46.384)
      (72, 28, 80.431)
      (72, 35, 87.061)
      (72, 40, 12.885)
      (72, 57, 53.995)
      (73,  7, 78.856)
      (73, 10, 45.270)
      (73, 11, 43.073)
      (73, 14, 32.205)
      (73, 23, 69.987)
      (73, 27, 93.271)
      (73, 32, 18.255)
      (73, 71, 44.118)
      (74,  2, 72.499)
      (74,  8, 38.637)
      (74, 19, 60.649)
      (74, 36, 19.011)
      (74, 52, 38.825)
      (74, 65, 58.569)
      (74, 67, 80.186)
      (74, 68, 36.487) } |E|=582 
---------------- 

** G29: |V|=75
(u, v, weight) E = { 
      ( 0, 41, 60.596)
      ( 0, 42, 57.259)
      ( 0, 53,  1.230)
      ( 0, 62, 17.837)
      ( 0, 74, 70.018)
      ( 1,  6, 29.388)
      ( 1, 17, 79.702)
      ( 1, 18, 47.946)
      ( 1, 26,  7.289)
      ( 1, 32, 30.125)
      ( 1, 35, 53.188)
      ( 1, 37, 15.755)
      ( 1, 52, 69.663)
      ( 2,  8, 29.823)
      ( 2, 15, 17.175)
      ( 2, 26, 67.235)
      ( 2, 52, 71.074)
      ( 2, 54,  2.698)
      ( 2, 62, 55.433)
      ( 2, 67, 99.330)
      ( 3,  2, 40.152)
      ( 3,  9, 37.803)
      ( 3, 16, 17.090)
      ( 3, 24, 46.059)
      ( 3, 74, 79.968)
      ( 4, 31, 28.716)
      ( 4, 32, 59.622)
      ( 4, 34,  4.606)
      ( 4, 42, 15.776)
      ( 4, 44, 42.231)
      ( 4, 52, 18.931)
      ( 5,  8, 69.091)
      ( 5, 24,  7.657)
      ( 5, 36, 85.426)
      ( 5, 42, 10.843)
      ( 5, 45, 50.864)
      ( 5, 51,  0.167)
      ( 5, 56, 58.510)
      ( 5, 61,  9.330)
      ( 5, 62, 33.637)
      ( 6, 22, 98.802)
      ( 6, 34, 94.678)
      ( 6, 43,  5.596)
      ( 6, 47, 77.906)
      ( 6, 62, 52.737)
      ( 7,  2, 90.334)
      ( 7,  6, 94.731)
      ( 7, 17, 55.222)
      ( 7, 26, 76.912)
      ( 7, 27, 96.485)
      ( 7, 52, 99.712)
      ( 7, 54, 92.534)
      ( 8, 15, 65.830)
      ( 8, 43, 23.657)
      ( 8, 51, 94.314)
      ( 8, 55, 34.417)
      ( 8, 61, 48.897)
      ( 8, 70, 45.899)
      ( 9, 11, 55.454)
      ( 9, 50, 91.383)
      ( 9, 53, 33.572)
      ( 9, 54, 55.629)
      (10, 14, 31.245)
      (10, 19, 86.909)
      (10, 21, 50.624)
      (10, 47, 40.203)
      (10, 57, 28.510)
      (10, 70, 10.783)
      (10, 71, 77.268)
      (11,  1, 12.722)
      (11,  3, 22.676)
      (11, 20, 37.939)
      (11, 24, 94.852)
      (11, 25,  3.182)
      (11, 32, 35.375)
      (11, 34, 61.208)
      (11, 48, 20.629)
      (11, 52, 55.623)
      (11, 59,  1.533)
      (11, 61, 70.867)
      (12, 27, 47.359)
      (12, 34, 68.596)
      (12, 49, 53.503)
      (12, 56, 68.014)
      (12, 61, 96.158)
      (13,  1, 75.024)
      (13,  2, 90.028)
      (13,  9, 97.938)
      (13, 28, 46.351)
      (13, 34, 74.406)
      (13, 50, 57.845)
      (14, 17, 91.654)
      (14, 34, 46.031)
      (14, 36, 93.830)
      (14, 43, 97.597)
      (14, 47, 81.255)
      (14, 51, 77.212)
      (14, 54, 71.864)
      (14, 61, 10.051)
      (15,  5, 44.366)
      (15, 10, 14.582)
      (15, 19, 61.822)
      (15, 24, 54.324)
      (15, 46, 11.589)
      (15, 53, 92.953)
      (15, 58, 56.748)
      (15, 60, 12.769)
      (16, 60,  1.096)
      (16, 62, 24.251)
      (16, 72, 77.004)
      (17,  2, 62.399)
      (17, 24, 84.485)
      (17, 40, 39.107)
      (17, 64,  1.073)
      (18,  9, 71.876)
      (18, 15, 21.657)
      (18, 31, 16.561)
      (18, 43, 42.973)
      (18, 51, 12.946)
      (18, 60, 75.090)
      (19,  0, 11.948)
      (19, 10, 25.672)
      (19, 13, 91.469)
      (19, 14, 15.495)
      (19, 21, 43.417)
      (19, 31, 80.824)
      (19, 35,  5.282)
      (19, 46, 68.447)
      (19, 56, 18.683)
      (19, 69, 50.185)
      (20,  6, 93.144)
      (20, 19, 69.185)
      (20, 24, 58.130)
      (20, 28, 43.091)
      (20, 44, 41.986)
      (20, 58, 41.973)
      (20, 60, 10.564)
      (20, 61, 44.333)
      (21, 49, 57.864)
      (21, 57, 95.383)
      (21, 62, 20.947)
      (22, 16, 74.167)
      (22, 19, 65.381)
      (22, 28, 95.873)
      (22, 32, 19.954)
      (22, 35, 59.704)
      (22, 47, 64.656)
      (22, 70, 51.579)
      (23, 16, 53.807)
      (23, 24, 90.469)
      (23, 28, 21.579)
      (23, 43,  5.021)
      (23, 50, 41.960)
      (23, 55, 91.533)
      (23, 60, 26.088)
      (24,  6,  9.833)
      (24, 10, 81.126)
      (24, 13, 63.885)
      (24, 30,  9.070)
      (24, 33, 53.148)
      (24, 37, 80.115)
      (24, 43, 34.784)
      (24, 44, 28.528)
      (24, 62, 45.157)
      (25,  2, 58.063)
      (25, 37, 47.078)
      (25, 59, 98.176)
      (25, 61, 30.385)
      (26,  9, 77.648)
      (26, 36, 93.703)
      (26, 42, 88.692)
      (26, 62, 91.085)
      (26, 74, 46.276)
      (27, 12, 73.168)
      (27, 17, 20.001)
      (27, 31, 46.890)
      (27, 38, 36.406)
      (27, 43, 86.339)
      (27, 46, 84.218)
      (27, 47, 54.116)
      (27, 53, 84.898)
      (27, 56, 77.550)
      (27, 58, 62.203)
      (28,  6, 61.975)
      (28, 25, 50.741)
      (28, 66, 47.208)
      (29, 19, 70.901)
      (29, 32, 79.839)
      (29, 45, 63.661)
      (29, 59, 32.943)
      (29, 62, 59.095)
      (29, 65, 58.436)
      (30,  4, 33.381)
      (30,  7, 59.049)
      (30, 13, 10.019)
      (30, 34, 68.387)
      (30, 39, 92.936)
      (30, 44, 76.593)
      (30, 45, 67.569)
      (31, 10, 20.931)
      (31, 14, 59.905)
      (31, 62, 69.584)
      (31, 65, 34.226)
      (31, 70, 41.992)
      (32,  6, 71.385)
      (32,  7, 19.198)
      (32, 24, 11.159)
      (32, 30, 47.546)
      (32, 41, 45.683)
      (32, 45, 23.697)
      (32, 71, 41.927)
      (33,  0, 78.191)
      (33, 15, 38.709)
      (33, 16,  6.863)
      (33, 25, 64.301)
      (33, 28, 17.206)
      (33, 34, 22.625)
      (33, 56, 31.080)
      (33, 74, 22.105)
      (34,  3, 66.340)
      (34,  5, 70.676)
      (34, 10, 98.099)
      (34, 19, 93.461)
      (34, 26, 95.681)
      (34, 27, 48.960)
      (34, 38, 98.859)
      (34, 45, 16.077)
      (34, 51, 51.278)
      (34, 61,  3.732)
      (34, 67, 33.534)
      (34, 72, 55.616)
      (34, 74, 40.530)
      (35,  7, 55.639)
      (35, 24, 68.161)
      (35, 31, 54.320)
      (35, 48, 18.970)
      (35, 55, 50.617)
      (35, 56, 72.050)
      (35, 63, 82.585)
      (35, 72, 82.782)
      (36,  1, 29.216)
      (36,  4, 86.876)
      (36, 14, 23.255)
      (36, 21, 89.704)
      (36, 47, 60.252)
      (36, 53, 42.475)
      (37,  5, 62.495)
      (37, 10, 84.288)
      (37, 22, 53.093)
      (37, 42, 53.057)
      (37, 55, 57.337)
      (37, 65, 42.719)
      (38, 17, 61.401)
      (38, 19, 28.082)
      (38, 27, 49.940)
      (38, 45, 61.762)
      (39,  8, 36.876)
      (39, 29, 27.986)
      (39, 38, 85.133)
      (39, 45, 31.494)
      (39, 47, 38.029)
      (39, 49, 45.461)
      (39, 63, 30.674)
      (40,  1, 51.686)
      (40,  5, 14.332)
      (40, 17, 69.049)
      (40, 18, 86.703)
      (40, 20, 76.822)
      (40, 26, 30.144)
      (40, 37, 18.119)
      (40, 52, 43.141)
      (40, 54, 99.855)
      (41,  2, 98.962)
      (41,  6,  8.769)
      (41, 12, 71.528)
      (41, 17, 10.701)
      (41, 35, 32.466)
      (41, 63, 73.506)
      (41, 66, 12.742)
      (41, 70, 70.081)
      (42,  0,  3.285)
      (42, 16, 96.353)
      (42, 38, 73.099)
      (42, 41, 95.751)
      (42, 45, 41.060)
      (42, 50, 15.130)
      (42, 53, 55.883)
      (42, 66, 12.116)
      (42, 68,  9.008)
      (43, 14, 78.153)
      (43, 18, 70.385)
      (43, 28, 15.418)
      (43, 51,  2.874)
      (43, 55, 93.367)
      (43, 58, 77.441)
      (43, 65, 36.975)
      (43, 73,  5.122)
      (44,  8, 53.380)
      (44, 30,  8.987)
      (44, 37, 31.611)
      (44, 52,  4.740)
      (44, 61, 76.436)
      (44, 72, 83.528)
      (45, 12, 22.010)
      (45, 37, 51.182)
      (46,  2, 99.052)
      (46, 18, 62.602)
      (46, 23, 58.858)
      (46, 36, 17.750)
      (46, 40, 41.819)
      (46, 42,  5.044)
      (46, 61, 38.914)
      (47, 27, 44.137)
      (47, 33, 18.197)
      (47, 40, 70.660)
      (47, 48, 14.264)
      (47, 49, 78.123)
      (47, 56, 37.423)
      (47, 58, 47.789)
      (47, 64, 96.855)
      (47, 72, 64.353)
      (48, 13, 82.682)
      (48, 14, 58.942)
      (48, 41, 94.218)
      (48, 44, 52.335)
      (48, 55, 61.849)
      (48, 62, 10.173)
      (48, 69, 37.562)
      (49,  4, 71.331)
      (49,  5, 89.824)
      (49, 13,  6.133)
      (49, 18, 93.376)
      (49, 29, 47.591)
      (49, 34, 68.427)
      (49, 37, 83.441)
      (49, 40, 20.841)
      (49, 56, 36.677)
      (49, 61, 61.834)
      (49, 68, 35.909)
      (50, 27, 69.170)
      (50, 37, 45.408)
      (50, 45, 42.705)
      (50, 68,  4.637)
      (51,  5, 59.055)
      (51, 14, 51.207)
      (51, 48, 17.387)
      (51, 54, 48.890)
      (51, 65, 59.961)
      (52, 13, 81.076)
      (52, 14, 52.008)
      (52, 28, 19.337)
      (52, 33,  0.183)
      (52, 36,  5.831)
      (52, 39, 51.042)
      (52, 40, 43.364)
      (52, 46, 95.051)
      (53,  5, 57.319)
      (53,  8, 82.560)
      (53, 27, 47.306)
      (53, 28, 35.346)
      (53, 31, 20.061)
      (53, 47, 67.451)
      (54,  0, 52.782)
      (54,  5, 69.520)
      (54, 23, 24.243)
      (54, 24, 47.491)
      (54, 36, 29.781)
      (54, 37, 52.352)
      (54, 38, 39.986)
      (54, 51, 69.212)
      (54, 52, 53.309)
      (54, 57, 99.613)
      (54, 65, 41.919)
      (55,  3, 29.419)
      (55,  4, 68.340)
      (55, 14, 63.666)
      (55, 21, 35.217)
      (55, 23, 34.795)
      (55, 31, 40.114)
      (55, 39, 43.330)
      (55, 45, 53.832)
      (55, 50, 21.414)
      (55, 66, 78.538)
      (56, 26, 94.797)
      (56, 28, 42.768)
      (56, 29, 49.600)
      (56, 32, 37.917)
      (56, 39, 24.300)
      (56, 54, 84.172)
      (56, 59, 53.781)
      (56, 69, 59.522)
      (57,  9, 78.137)
      (57, 15, 43.628)
      (57, 29, 47.576)
      (57, 32,  3.363)
      (57, 35, 69.134)
      (57, 44, 10.032)
      (57, 53, 26.244)
      (57, 54, 79.162)
      (57, 59, 75.115)
      (58,  1, 60.256)
      (58, 15, 47.202)
      (58, 43, 67.410)
      (58, 46, 15.314)
      (58, 68, 83.473)
      (59,  7, 93.032)
      (59, 31, 35.227)
      (59, 38, 26.823)
      (59, 52, 24.167)
      (59, 62, 61.026)
      (59, 63, 59.931)
      (60, 16, 65.903)
      (60, 43, 39.140)
      (60, 57, 87.828)
      (60, 71,  7.133)
      (60, 73, 81.066)
      (61,  4, 49.564)
      (61,  9, 75.465)
      (61, 33, 53.791)
      (61, 43, 14.266)
      (62,  8,  4.669)
      (62,  9, 44.446)
      (62, 23, 93.363)
      (62, 38, 26.470)
      (62, 40, 57.808)
      (62, 49, 37.067)
      (62, 54, 72.583)
      (63,  7, 62.265)
      (63,  9, 11.283)
      (63, 21, 10.331)
      (63, 45, 63.140)
      (64,  1, 29.587)
      (64,  2, 23.825)
      (64, 25,  1.188)
      (64, 26, 53.322)
